"Time (s)","Sound pressure level (dB)"
2.766756000E3,4.961194015E1
2.766992000E3,4.473604482E1
2.767290000E3,5.567849424E1
2.767540000E3,5.366739238E1
2.767788000E3,5.268444481E1
2.768092000E3,4.378358357E1
2.768389000E3,4.285786187E1
2.768638000E3,3.838737205E1
2.768928000E3,4.053738598E1
2.769250000E3,3.914310468E1
2.769517000E3,3.950994015E1
2.769781000E3,4.085678781E1
2.770095000E3,3.706118568E1
2.770362000E3,3.878826243E1
2.770640000E3,4.509160576E1
2.770877000E3,4.395611401E1
2.771129000E3,3.894826552E1
2.771368000E3,3.783168139E1
2.771620000E3,3.074559821E1
2.771881000E3,4.191911052E1
2.772136000E3,4.492008577E1
2.772447000E3,3.666714779E1
2.772710000E3,4.135207765E1
2.772994000E3,4.645886813E1
2.773238000E3,5.078995440E1
2.773478000E3,5.706152467E1
2.773725000E3,5.135582573E1
2.773990000E3,4.900548267E1
2.774266000E3,5.275962483E1
2.774567000E3,3.947101760E1
2.774806000E3,4.078518654E1
2.775113000E3,4.929998433E1
2.775417000E3,4.396253608E1
2.775784000E3,4.382194135E1
2.776077000E3,4.131860223E1
2.776341000E3,4.321133953E1
2.776596000E3,3.942571045E1
2.776881000E3,5.035254190E1
2.777176000E3,5.596334670E1
2.777432000E3,6.003222989E1
2.777730000E3,5.139953750E1
2.778036000E3,5.596001036E1
2.778330000E3,5.632045587E1
2.778567000E3,5.352711698E1
2.778873000E3,5.160150080E1
2.779243000E3,5.407354895E1
2.779513000E3,5.151192380E1
2.779810000E3,5.479493680E1
2.780084000E3,5.006197117E1
2.780351000E3,5.012247277E1
2.780644000E3,4.598086802E1
2.780884000E3,3.959492635E1
2.781142000E3,3.571624227E1
2.781421000E3,4.082207018E1
2.781720000E3,5.162800696E1
2.781984000E3,5.211692198E1
2.782250000E3,5.017743125E1
2.782617000E3,4.685740156E1
2.782916000E3,4.348825959E1
2.783213000E3,3.825858224E1
2.783454000E3,4.923981343E1
2.783750000E3,5.319160353E1
2.783992000E3,4.967899375E1
2.784288000E3,3.952802481E1
2.784535000E3,3.328379343E1
2.784779000E3,3.014350405E1
2.785020000E3,3.405755755E1
2.785313000E3,4.653255974E1
2.785639000E3,4.571255084E1
2.785896000E3,4.212654376E1
2.786166000E3,4.635178938E1
2.786421000E3,4.614547408E1
2.786716000E3,4.279815144E1
2.787018000E3,3.739201392E1
2.787261000E3,4.297599275E1
2.787569000E3,5.279236826E1
2.787869000E3,4.385267374E1
2.788181000E3,3.538660905E1
2.788488000E3,4.283741498E1
2.788738000E3,3.898018884E1
2.789079000E3,4.417569536E1
2.789327000E3,3.821417555E1
2.789586000E3,4.124587088E1
2.789850000E3,4.583617377E1
2.790116000E3,4.758354441E1
2.790413000E3,4.386951397E1
2.790662000E3,4.527431896E1
2.790956000E3,4.454979637E1
2.791207000E3,4.019280914E1
2.791465000E3,4.549375778E1
2.791714000E3,4.076569420E1
2.791963000E3,3.807465350E1
2.792293000E3,5.201775254E1
2.792550000E3,4.217772267E1
2.792797000E3,5.472035384E1
2.793107000E3,5.403984906E1
2.793357000E3,5.591746790E1
2.793622000E3,5.564159884E1
2.793875000E3,5.646584479E1
2.794118000E3,5.185594958E1
2.794377000E3,4.895735059E1
2.794636000E3,5.654557288E1
2.794943000E3,5.012866956E1
2.795254000E3,4.757016947E1
2.795528000E3,5.211434220E1
2.795790000E3,4.452402763E1
2.796058000E3,4.290214665E1
2.796307000E3,3.465820610E1
2.796556000E3,4.339944359E1
2.796852000E3,4.313164949E1
2.797091000E3,5.438037991E1
2.797389000E3,5.514175593E1
2.797635000E3,4.928848190E1
2.797924000E3,4.659784940E1
2.798220000E3,4.998887096E1
2.798537000E3,4.486399829E1
2.798842000E3,4.885866840E1
2.799091000E3,4.635335968E1
2.799347000E3,4.504358299E1
2.799594000E3,3.958005741E1
2.799833000E3,4.827229253E1
2.800082000E3,4.830536262E1
2.800388000E3,4.659260793E1
2.800673000E3,4.111758509E1
2.800972000E3,4.464305855E1
2.801233000E3,4.497276151E1
2.801524000E3,3.374775892E1
2.801884000E3,3.426238632E1
2.802202000E3,3.521995684E1
2.802451000E3,3.181302785E1
2.802708000E3,2.794884084E1
2.803019000E3,3.320140571E1
2.803325000E3,3.478175393E1
2.803626000E3,3.529465039E1
2.803932000E3,3.962950189E1
2.804222000E3,5.725685057E1
2.804486000E3,5.740119524E1
2.804784000E3,5.069347451E1
2.805056000E3,5.047632669E1
2.805376000E3,5.207930289E1
2.805626000E3,5.264810014E1
2.805887000E3,5.288954519E1
2.806177000E3,4.457356662E1
2.806431000E3,3.885566564E1
2.806679000E3,3.768676842E1
2.806944000E3,3.953483275E1
2.807192000E3,4.348722722E1
2.807514000E3,4.091620627E1
2.807832000E3,4.192587435E1
2.808086000E3,4.434501723E1
2.808380000E3,4.393917252E1
2.808686000E3,4.250763593E1
2.809001000E3,4.146719312E1
2.809249000E3,4.084508562E1
2.809517000E3,4.466153637E1
2.809817000E3,4.002274614E1
2.810111000E3,4.310032831E1
2.810375000E3,4.901386280E1
2.810661000E3,4.607368963E1
2.810927000E3,4.387647276E1
2.811225000E3,5.143943484E1
2.811469000E3,5.045193234E1
2.811861000E3,4.363012565E1
2.812115000E3,4.450854658E1
2.812371000E3,4.453857946E1
2.812631000E3,4.628101753E1
2.812921000E3,4.634691523E1
2.813212000E3,4.654803531E1
2.813510000E3,4.718980060E1
2.813758000E3,4.430765323E1
2.814051000E3,4.322664022E1
2.814349000E3,4.450224091E1
2.814582000E3,4.170367724E1
2.814868000E3,3.985315953E1
2.815113000E3,5.280042862E1
2.815400000E3,4.119993511E1
2.815662000E3,4.251502783E1
2.815937000E3,4.221594106E1
2.816186000E3,4.475181393E1
2.816425000E3,4.757705666E1
2.816666000E3,4.971185267E1
2.816968000E3,4.862141287E1
2.817211000E3,4.713523003E1
2.817492000E3,4.541478066E1
2.817737000E3,4.363493262E1
2.817996000E3,4.428814895E1
2.818246000E3,4.395099122E1
2.818516000E3,4.781334664E1
2.818773000E3,4.439472962E1
2.819027000E3,4.768107540E1
2.819278000E3,4.535748265E1
2.819523000E3,5.061196572E1
2.819779000E3,4.816069594E1
2.820044000E3,4.715573746E1
2.820374000E3,4.919198579E1
2.820635000E3,5.486134785E1
2.820897000E3,4.845922458E1
2.821173000E3,4.486224636E1
2.821520000E3,4.543631827E1
2.821781000E3,4.823449020E1
2.822049000E3,4.622456265E1
2.822354000E3,3.467019045E1
2.822632000E3,3.820707315E1
2.822892000E3,3.870865044E1
2.823175000E3,3.526203974E1
2.823424000E3,3.398332746E1
2.823673000E3,4.060940798E1
2.823924000E3,4.531267955E1
2.824156000E3,4.823172894E1
2.824426000E3,5.381643572E1
2.824772000E3,5.219878503E1
2.825053000E3,4.888255160E1
2.825277000E3,4.023650802E1
2.825526000E3,3.467455539E1
2.825785000E3,3.818404386E1
2.826078000E3,4.122702652E1
2.826315000E3,3.713088668E1
2.826619000E3,4.891468535E1
2.826912000E3,5.266971981E1
2.827148000E3,4.991025067E1
2.827457000E3,5.435242869E1
2.827718000E3,5.378448717E1
2.828053000E3,5.171570017E1
2.828327000E3,5.600593919E1
2.828581000E3,5.175339102E1
2.828821000E3,4.567582373E1
2.829101000E3,3.417267221E1
2.829337000E3,3.532670702E1
2.829576000E3,4.323212593E1
2.829823000E3,3.952189104E1
2.830096000E3,4.372473758E1
2.830363000E3,4.288959864E1
2.830609000E3,3.903893871E1
2.830954000E3,3.847274859E1
2.831281000E3,4.911689413E1
2.831539000E3,5.342672798E1
2.831798000E3,5.558955965E1
2.832091000E3,5.519004987E1
2.832341000E3,5.877942264E1
2.832589000E3,4.602825434E1
2.832861000E3,3.380054471E1
2.833107000E3,3.583644563E1
2.833403000E3,4.160983164E1
2.833653000E3,3.903662215E1
2.833958000E3,3.879412363E1
2.834222000E3,4.121083607E1
2.834460000E3,4.235130104E1
2.834723000E3,5.615135633E1
2.834993000E3,5.355273371E1
2.835271000E3,4.896976792E1
2.835535000E3,5.132324538E1
2.835792000E3,5.529277110E1
2.836041000E3,5.163674064E1
2.836366000E3,4.657927993E1
2.836613000E3,4.238907241E1
2.836875000E3,5.376683406E1
2.837143000E3,5.052269952E1
2.837398000E3,5.018740192E1
2.837697000E3,4.680907883E1
2.837961000E3,4.427452663E1
2.838227000E3,3.300759096E1
2.838490000E3,3.639504198E1
2.838784000E3,4.617517315E1
2.839084000E3,4.692063960E1
2.839325000E3,4.445415179E1
2.839620000E3,4.215561710E1
2.839863000E3,4.433766229E1
2.840168000E3,4.210423337E1
2.840460000E3,3.873922427E1
2.840768000E3,3.717852459E1
2.841057000E3,3.957811826E1
2.841313000E3,3.760389186E1
2.841638000E3,4.310249633E1
2.841921000E3,4.813095040E1
2.842192000E3,4.623131926E1
2.842444000E3,4.648620260E1
2.842743000E3,4.620801315E1
2.843027000E3,4.321069748E1
2.843281000E3,4.205248893E1
2.843587000E3,2.653536028E1
2.843863000E3,2.940344619E1
2.844270000E3,4.715941302E1
2.844533000E3,4.512147604E1
2.844793000E3,4.758865475E1
2.845051000E3,4.853448129E1
2.845325000E3,4.647479098E1
2.845569000E3,4.600966189E1
2.845842000E3,4.549543262E1
2.846088000E3,4.262631529E1
2.846347000E3,4.522394390E1
2.846652000E3,4.657245211E1
2.846924000E3,4.554651191E1
2.847231000E3,4.501421864E1
2.847609000E3,4.413715050E1
2.847859000E3,3.641102730E1
2.848158000E3,2.959594862E1
2.848409000E3,3.229903797E1
2.848684000E3,3.716282001E1
2.848948000E3,4.864280315E1
2.849195000E3,4.698625872E1
2.849453000E3,4.475077374E1
2.849725000E3,4.320130236E1
2.850029000E3,4.052232702E1
2.850286000E3,4.987213531E1
2.850622000E3,4.470574790E1
2.850953000E3,4.746715529E1
2.851224000E3,4.817674396E1
2.851475000E3,4.755384271E1
2.851775000E3,4.606857790E1
2.852037000E3,4.602549066E1
2.852280000E3,4.107899882E1
2.852578000E3,4.602936757E1
2.852832000E3,4.594357604E1
2.853123000E3,4.132874601E1
2.853424000E3,3.891402985E1
2.853676000E3,3.210431116E1
2.854034000E3,4.148325967E1
2.854336000E3,4.539420759E1
2.854629000E3,3.813311910E1
2.854857000E3,3.204826654E1
2.855103000E3,4.042825728E1
2.855348000E3,3.781799437E1
2.855635000E3,3.485312778E1
2.855901000E3,3.176423587E1
2.856194000E3,3.286644404E1
2.856446000E3,3.601261840E1
2.856741000E3,3.056779431E1
2.856990000E3,2.876904683E1
2.857247000E3,2.336161379E1
2.857525000E3,5.319777865E1
2.857765000E3,4.924210585E1
2.858030000E3,4.161506516E1
2.858287000E3,3.471025819E1
2.858592000E3,2.954431085E1
2.858878000E3,3.551304021E1
2.859146000E3,4.056554733E1
2.859438000E3,4.716772205E1
2.859749000E3,4.728214145E1
2.860112000E3,4.333221553E1
2.860355000E3,3.970290127E1
2.860627000E3,4.675070996E1
2.860922000E3,5.292655838E1
2.861168000E3,5.560528000E1
2.861448000E3,5.155203362E1
2.861684000E3,4.854372910E1
2.861981000E3,5.166225265E1
2.862226000E3,5.239758268E1
2.862536000E3,4.880079262E1
2.862801000E3,5.860724491E1
2.863049000E3,5.487085904E1
2.863366000E3,4.477307493E1
2.863622000E3,4.809216762E1
2.863923000E3,4.128779228E1
2.864180000E3,4.039902121E1
2.864473000E3,3.763315716E1
2.864758000E3,3.836830031E1
2.865072000E3,3.562217561E1
2.865375000E3,4.251016575E1
2.865631000E3,3.959478231E1
2.865894000E3,3.906491963E1
2.866161000E3,3.169567809E1
2.866409000E3,4.180907280E1
2.866769000E3,5.009501966E1
2.867095000E3,4.485052737E1
2.867377000E3,4.543449817E1
2.867634000E3,4.558186247E1
2.867912000E3,3.310648260E1
2.868160000E3,3.368680580E1
2.868403000E3,3.259924908E1
2.868652000E3,3.468868920E1
2.868945000E3,3.811295096E1
2.869214000E3,3.680532391E1
2.869523000E3,4.480088276E1
2.869800000E3,4.321197878E1
2.870149000E3,3.870196995E1
2.870426000E3,4.501549736E1
2.870686000E3,3.869046251E1
2.870998000E3,5.116138397E1
2.871259000E3,4.565952095E1
2.871545000E3,4.044036430E1
2.871835000E3,3.776423584E1
2.872146000E3,4.283314388E1
2.872428000E3,4.822150076E1
2.872666000E3,4.609488251E1
2.872966000E3,4.199842198E1
2.873258000E3,4.199452970E1
2.873557000E3,4.094164548E1
2.873868000E3,3.451929232E1
2.874146000E3,3.725700957E1
2.874378000E3,3.820854143E1
2.874632000E3,3.261818797E1
2.874949000E3,4.229639001E1
2.875219000E3,4.314663650E1
2.875496000E3,4.030472415E1
2.875772000E3,3.740362597E1
2.876082000E3,3.770704299E1
2.876334000E3,4.016521241E1
2.876600000E3,4.155568881E1
2.876855000E3,3.864643482E1
2.877164000E3,3.358142820E1
2.877430000E3,2.988882280E1
2.877698000E3,4.233125756E1
2.877954000E3,4.245249096E1
2.878273000E3,3.619646633E1
2.878541000E3,3.199868066E1
2.878801000E3,4.546979293E1
2.879062000E3,5.523869784E1
2.879342000E3,5.605267417E1
2.879584000E3,5.653411529E1
2.879928000E3,4.626290707E1
2.880202000E3,3.540012043E1
2.880447000E3,3.620700172E1
2.880691000E3,2.922036878E1
2.880938000E3,3.659816429E1
2.881251000E3,4.145147882E1
2.881527000E3,3.894444603E1
2.881851000E3,3.741315407E1
2.882112000E3,4.094962867E1
2.882373000E3,4.333353585E1
2.882625000E3,4.557565518E1
2.882879000E3,4.308396997E1
2.883145000E3,4.097722416E1
2.883416000E3,3.927850137E1
2.883669000E3,3.223716221E1
2.883941000E3,3.004581442E1
2.884209000E3,3.765685263E1
2.884466000E3,3.878810543E1
2.884718000E3,2.988953340E1
2.884967000E3,3.346960294E1
2.885221000E3,3.799647420E1
2.885537000E3,3.116842616E1
2.885796000E3,3.671552801E1
2.886084000E3,4.459898232E1
2.886404000E3,4.708370738E1
2.886677000E3,5.036035843E1
2.886979000E3,4.113513329E1
2.887251000E3,3.503458684E1
2.887528000E3,3.462090732E1
2.887785000E3,4.001717165E1
2.888037000E3,3.538133603E1
2.888296000E3,3.662805649E1
2.888547000E3,4.263542947E1
2.888820000E3,4.431895872E1
2.889079000E3,4.300413574E1
2.889340000E3,4.173317530E1
2.889582000E3,4.288275032E1
2.889932000E3,3.944773526E1
2.890197000E3,3.214266541E1
2.890503000E3,3.060588708E1
2.890777000E3,3.296322494E1
2.891017000E3,3.394251803E1
2.891320000E3,3.208741950E1
2.891570000E3,3.441770910E1
2.891849000E3,3.368561294E1
2.892087000E3,3.475967611E1
2.892337000E3,3.740055420E1
2.892635000E3,3.542355307E1
2.892981000E3,3.105741683E1
2.893247000E3,3.245614761E1
2.893513000E3,4.142391644E1
2.893779000E3,4.497461971E1
2.894029000E3,4.653178389E1
2.894282000E3,4.703576342E1
2.894540000E3,4.751169602E1
2.894805000E3,4.201422178E1
2.895062000E3,4.370261317E1
2.895310000E3,4.660906406E1
2.895596000E3,4.633159753E1
2.895865000E3,4.381116332E1
2.896155000E3,4.368523912E1
2.896405000E3,4.747051902E1
2.896651000E3,4.222577444E1
2.896905000E3,4.572633660E1
2.897184000E3,5.203776089E1
2.897450000E3,5.010843836E1
2.897744000E3,4.910530865E1
2.898022000E3,4.664859833E1
2.898308000E3,3.985336775E1
2.898564000E3,3.683403533E1
2.898812000E3,4.284820320E1
2.899091000E3,4.286036404E1
2.899396000E3,5.224070654E1
2.899753000E3,4.568546748E1
2.900018000E3,5.586433220E1
2.900278000E3,4.514230837E1
2.900559000E3,3.853422420E1
2.900865000E3,3.299777990E1
2.901139000E3,3.594596453E1
2.901415000E3,2.896001699E1
2.901650000E3,2.556794162E1
2.901937000E3,2.525773120E1
2.902206000E3,3.138035436E1
2.902457000E3,3.725731802E1
2.902816000E3,3.600302530E1
2.903095000E3,3.476106384E1
2.903340000E3,3.325569458E1
2.903600000E3,3.217545002E1
2.903858000E3,2.994578711E1
2.904108000E3,3.277965280E1
2.904372000E3,4.013450695E1
2.904627000E3,3.103730297E1
2.904913000E3,4.187502355E1
2.905174000E3,3.591627686E1
2.905452000E3,3.067277870E1
2.905743000E3,2.813597523E1
2.906004000E3,2.760542404E1
2.906321000E3,3.327793113E1
2.906579000E3,4.111963776E1
2.906835000E3,4.309802180E1
2.907113000E3,2.749088524E1
2.907354000E3,2.269523459E1
2.907657000E3,3.631225289E1
2.907901000E3,4.146405590E1
2.908156000E3,3.785670954E1
2.908403000E3,4.498664409E1
2.908675000E3,4.174614917E1
2.908932000E3,4.632262643E1
2.909189000E3,3.569839459E1
2.909522000E3,4.635385444E1
2.909802000E3,4.337190367E1
2.910035000E3,3.796960383E1
2.910287000E3,4.151951269E1
2.910538000E3,4.245940710E1
2.910795000E3,4.268454470E1
2.911045000E3,4.280139929E1
2.911335000E3,3.861780445E1
2.911584000E3,4.028221299E1
2.911885000E3,3.934408626E1
2.912139000E3,3.091195323E1
2.912386000E3,2.709027446E1
2.912622000E3,2.721294148E1
2.912915000E3,3.169063213E1
2.913196000E3,3.663766462E1
2.913461000E3,3.582442105E1
2.913744000E3,2.742218375E1
2.913990000E3,3.432349666E1
2.914297000E3,4.586386591E1
2.914575000E3,4.813383402E1
2.914888000E3,5.016441505E1
2.915190000E3,4.132593749E1
2.915481000E3,3.992883324E1
2.915827000E3,3.713218942E1
2.916087000E3,4.862036940E1
2.916351000E3,4.985137398E1
2.916622000E3,5.126616609E1
2.916881000E3,4.180876614E1
2.917157000E3,4.057128207E1
2.917418000E3,3.994520906E1
2.917681000E3,3.719846748E1
2.917964000E3,4.377214072E1
2.918264000E3,4.081140664E1
2.918518000E3,4.149712935E1
2.918784000E3,3.965801174E1
2.919127000E3,3.499332266E1
2.919415000E3,3.454976163E1
2.919745000E3,3.801205804E1
2.920003000E3,4.266330834E1
2.920244000E3,3.704497233E1
2.920548000E3,3.869800412E1
2.920840000E3,3.880762608E1
2.921081000E3,3.967826348E1
2.921325000E3,4.387098551E1
2.921573000E3,3.795523909E1
2.921876000E3,3.884773193E1
2.922122000E3,3.949919351E1
2.922481000E3,3.549368996E1
2.922774000E3,5.176437750E1
2.923023000E3,4.673969779E1
2.923306000E3,3.729614967E1
2.923573000E3,3.557242251E1
2.923880000E3,5.351861504E1
2.924155000E3,5.486661937E1
2.924424000E3,5.693150230E1
2.924735000E3,4.225245527E1
2.924988000E3,4.082554353E1
2.925252000E3,3.807826598E1
2.925573000E3,3.587807510E1
2.925935000E3,4.290242494E1
2.926237000E3,3.960438869E1
2.926496000E3,3.732088357E1
2.926751000E3,3.216321546E1
2.926991000E3,3.001846960E1
2.927295000E3,3.634949804E1
2.927531000E3,3.127042454E1
2.927829000E3,3.158500209E1
2.928073000E3,2.815993792E1
2.928370000E3,2.793102526E1
2.928613000E3,2.468786691E1
2.928943000E3,2.345175993E1
2.929256000E3,2.908559709E1
2.929497000E3,2.580950455E1
2.929819000E3,2.871707976E1
2.930114000E3,2.977851279E1
2.930374000E3,4.220437998E1
2.930636000E3,3.122152770E1
2.930945000E3,3.902308439E1
2.931227000E3,3.648582434E1
2.931474000E3,4.774090674E1
2.931717000E3,4.487624905E1
2.931963000E3,4.620728265E1
2.932258000E3,4.011602626E1
2.932585000E3,4.011469989E1
2.932871000E3,4.531107143E1
2.933117000E3,4.299757904E1
2.933366000E3,4.255561828E1
2.933662000E3,4.180851663E1
2.933899000E3,3.354142728E1
2.934139000E3,4.061788576E1
2.934435000E3,3.190428864E1
2.934678000E3,3.136545948E1
2.934975000E3,3.172564299E1
2.935227000E3,3.538616066E1
2.935577000E3,3.227761247E1
2.935826000E3,3.587578035E1
2.936132000E3,2.830690319E1
2.936391000E3,2.983281120E1
2.936636000E3,3.198482114E1
2.936936000E3,4.529436692E1
2.937191000E3,3.904726622E1
2.937498000E3,4.546792713E1
2.937790000E3,4.178984789E1
2.938055000E3,3.901507008E1
2.938332000E3,3.530528642E1
2.938634000E3,3.766035689E1
2.939060000E3,5.595745424E1
2.939318000E3,5.800941557E1
2.939576000E3,5.061871726E1
2.939836000E3,6.017617924E1
2.940124000E3,5.889680612E1
2.940380000E3,5.553527141E1
2.940631000E3,4.982924060E1
2.940889000E3,5.386899946E1
2.941183000E3,5.511436312E1
2.941477000E3,5.474658637E1
2.941736000E3,5.669903896E1
2.941985000E3,5.352207307E1
2.942302000E3,5.089540084E1
2.942556000E3,5.163069551E1
2.942811000E3,4.946827448E1
2.943144000E3,4.292332560E1
2.943386000E3,4.769421745E1
2.943625000E3,4.741300910E1
2.943936000E3,4.918473310E1
2.944182000E3,4.358732286E1
2.944456000E3,4.338106770E1
2.944722000E3,5.302068646E1
2.945006000E3,4.800501219E1
2.945370000E3,4.445792428E1
2.945619000E3,3.768400599E1
2.945867000E3,3.829540629E1
2.946159000E3,3.766669508E1
2.946411000E3,4.016839261E1
2.946712000E3,4.041724233E1
2.947009000E3,4.012217251E1
2.947323000E3,3.568820570E1
2.947568000E3,3.690839296E1
2.947818000E3,4.813137033E1
2.948084000E3,5.325274156E1
2.948341000E3,5.892514859E1
2.948730000E3,4.314585435E1
2.948980000E3,4.049194134E1
2.949257000E3,4.522053034E1
2.949515000E3,4.263261915E1
2.949826000E3,5.159034358E1
2.950126000E3,4.094053529E1
2.950370000E3,4.144504964E1
2.950613000E3,4.584689520E1
2.950933000E3,3.986259871E1
2.951211000E3,5.835616238E1
2.951492000E3,4.865922153E1
2.951773000E3,4.646806952E1
2.952049000E3,5.501145746E1
2.952349000E3,5.395560549E1
2.952606000E3,5.094776028E1
2.952859000E3,5.987933082E1
2.953123000E3,5.553863596E1
2.953365000E3,6.056471643E1
2.953626000E3,5.705129962E1
2.953881000E3,5.620457969E1
2.954143000E3,4.633104773E1
2.954403000E3,4.542785483E1
2.954666000E3,4.357363747E1
2.954925000E3,5.905995366E1
2.955255000E3,5.325307727E1
2.955500000E3,6.730464031E1
2.955795000E3,6.362836082E1
2.956030000E3,6.057596417E1
2.956332000E3,6.813918985E1
2.956573000E3,6.403678903E1
2.956871000E3,6.230635205E1
2.957135000E3,6.746671531E1
2.957401000E3,6.427695804E1
2.957673000E3,5.206458526E1
2.957933000E3,5.261265827E1
2.958182000E3,4.877242183E1
2.958552000E3,6.627461000E1
2.958808000E3,6.741673158E1
2.959062000E3,6.597614354E1
2.959304000E3,6.540552328E1
2.959551000E3,6.528289091E1
2.959864000E3,5.830061674E1
2.960121000E3,5.985112812E1
2.960428000E3,6.090568068E1
2.960720000E3,6.807446854E1
2.960985000E3,6.930722199E1
2.961226000E3,6.386100217E1
2.961579000E3,6.028451745E1
2.961849000E3,6.477814340E1
2.962132000E3,6.837046944E1
2.962373000E3,6.647209363E1
2.962660000E3,6.694202205E1
2.962967000E3,6.648756695E1
2.963231000E3,6.482625001E1
2.963518000E3,7.095796361E1
2.963775000E3,6.454417662E1
2.964062000E3,6.533171518E1
2.964339000E3,6.471819922E1
2.964629000E3,5.679367810E1
2.964962000E3,5.573913208E1
2.965271000E3,6.251351498E1
2.965502000E3,6.071427502E1
2.965745000E3,6.212696498E1
2.966049000E3,5.601947939E1
2.966292000E3,5.543203731E1
2.966544000E3,5.440105204E1
2.966807000E3,5.169354717E1
2.967114000E3,5.098574914E1
2.967354000E3,4.778774527E1
2.967603000E3,5.527018336E1
2.967874000E3,5.069142516E1
2.968220000E3,5.540354927E1
2.968470000E3,5.388190573E1
2.968725000E3,5.648678631E1
2.968994000E3,6.195289166E1
2.969259000E3,5.924073062E1
2.969526000E3,5.554902217E1
2.969797000E3,6.073047002E1
2.970049000E3,5.750580172E1
2.970375000E3,6.205206850E1
2.970685000E3,5.892672487E1
2.971008000E3,5.603539479E1
2.971306000E3,5.380141597E1
2.971609000E3,6.182570937E1
2.971860000E3,5.755792598E1
2.972120000E3,7.094637252E1
2.972374000E3,7.220321333E1
2.972688000E3,6.074903881E1
2.972946000E3,5.132390204E1
2.973203000E3,5.555176793E1
2.973482000E3,5.082163203E1
2.973746000E3,6.668022761E1
2.974024000E3,6.951681150E1
2.974257000E3,6.170353739E1
2.974507000E3,6.191784425E1
2.974845000E3,6.249884739E1
2.975129000E3,6.139715498E1
2.975385000E3,5.458109058E1
2.975684000E3,6.285593412E1
2.975925000E3,6.801445640E1
2.976223000E3,6.762358149E1
2.976454000E3,6.007212586E1
2.976698000E3,6.176376027E1
2.976998000E3,5.489351528E1
2.977244000E3,6.419682450E1
2.977544000E3,6.335879864E1
2.977813000E3,6.346249627E1
2.978071000E3,6.122721977E1
2.978303000E3,6.269343112E1
2.978564000E3,5.719207644E1
2.978818000E3,6.209398004E1
2.979085000E3,6.570545323E1
2.979335000E3,6.443300698E1
2.979582000E3,6.395479352E1
2.979841000E3,6.285971298E1
2.980091000E3,6.452411240E1
2.980337000E3,6.648403811E1
2.980638000E3,6.146510082E1
2.980898000E3,6.178604521E1
2.981191000E3,5.906416732E1
2.981418000E3,6.139524316E1
2.981668000E3,6.754933795E1
2.981958000E3,5.804633278E1
2.982221000E3,5.544285219E1
2.982480000E3,5.252390700E1
2.982741000E3,5.442974682E1
2.983009000E3,5.886662164E1
2.983270000E3,6.039421332E1
2.983532000E3,5.984826425E1
2.983780000E3,6.038747451E1
2.984020000E3,5.836799318E1
2.984266000E3,6.011457774E1
2.984654000E3,6.086793857E1
2.984928000E3,6.104684994E1
2.985246000E3,6.081085188E1
2.985504000E3,6.338602633E1
2.985771000E3,6.224702903E1
2.986040000E3,5.771788346E1
2.986351000E3,5.832375863E1
2.986657000E3,6.179808645E1
2.986893000E3,6.074067698E1
2.987188000E3,5.763905723E1
2.987459000E3,5.411975455E1
2.987698000E3,5.609082395E1
2.988020000E3,5.838775534E1
2.988261000E3,5.545934196E1
2.988564000E3,5.818253650E1
2.988803000E3,5.693365858E1
2.989084000E3,5.747877452E1
2.989394000E3,6.108654481E1
2.989646000E3,6.109521888E1
2.989952000E3,5.453216708E1
2.990235000E3,5.325056065E1
2.990530000E3,5.226229633E1
2.990796000E3,5.566734434E1
2.991153000E3,5.983192138E1
2.991409000E3,5.902282422E1
2.991712000E3,6.553978750E1
2.991962000E3,6.323109208E1
2.992210000E3,6.430699278E1
2.992477000E3,6.439502996E1
2.992769000E3,5.882379749E1
2.993024000E3,7.076998945E1
2.993317000E3,6.710088514E1
2.993554000E3,6.332152683E1
2.993846000E3,6.013348006E1
2.994081000E3,6.492156154E1
2.994361000E3,6.054189638E1
2.994671000E3,5.878685209E1
2.994911000E3,6.363988355E1
2.995218000E3,6.266127576E1
2.995513000E3,6.231860976E1
2.995750000E3,6.770663238E1
2.996056000E3,6.411706706E1
2.996346000E3,6.607053327E1
2.996592000E3,6.231837938E1
2.996884000E3,6.235557028E1
2.997130000E3,6.626149607E1
2.997386000E3,6.897456616E1
2.997721000E3,6.896820400E1
2.997984000E3,5.708709076E1
2.998260000E3,5.465136518E1
2.998532000E3,6.136090841E1
2.998792000E3,6.427324700E1
2.999047000E3,5.922924051E1
2.999308000E3,5.964993479E1
2.999619000E3,5.937495043E1
2.999910000E3,6.345321013E1
3.000196000E3,6.558504608E1
3.000438000E3,6.566442906E1
3.000721000E3,6.596782674E1
3.001048000E3,6.493210478E1
3.001299000E3,6.778071085E1
3.001554000E3,5.810398860E1
3.001834000E3,6.461256831E1
3.002084000E3,5.637103240E1
3.002332000E3,6.244497501E1
3.002633000E3,5.749162406E1
3.002980000E3,6.268391580E1
3.003246000E3,6.122193913E1
3.003572000E3,6.467185898E1
3.003877000E3,6.239318427E1
3.004266000E3,6.708558966E1
3.004573000E3,6.293492178E1
3.004871000E3,6.169168265E1
3.005129000E3,5.944912128E1
3.005404000E3,5.631628075E1
3.005704000E3,6.080609102E1
3.005964000E3,6.424565764E1
3.006250000E3,6.447415860E1
3.006481000E3,6.606824769E1
3.006756000E3,6.337387069E1
3.007004000E3,6.294291386E1
3.007286000E3,6.430484746E1
